codeInseeImmo,valeur_moyenne_fonciere,local_total,local_maison,local_appart
42209,1994,8,8,0
42220,1057,3,2,1
42162,2014,11,11,0
42106,931,2,2,0
42241,1315,6,4,2
42171,1646,1,1,0
42154,1254,10,10,0
42337,2562,2,2,0
42033,1371,5,4,1
42303,3766,17,17,0
42116,669,3,3,0
42166,1454,2,2,0
42049,1155,6,5,1
42253,2225,6,6,0
42231,2397,11,7,4
42118,1609,5,5,0
42128,1493,4,4,0
42161,1471,4,4,0
42255,556,1,1,0
42226,984,1,1,0
42014,1786,6,6,0
42294,1693,6,6,0
42282,1351,4,4,0
42048,1766,13,13,0
42131,2111,5,5,0
42314,603,2,2,0
42047,1523,4,4,0
42254,1062,3,3,0
42325,3215,5,5,0
42229,1746,4,4,0
42156,2651,7,7,0
42194,1111,3,3,0
42273,647,1,1,0
42277,1020,2,2,0
42212,1660,2,2,0
42077,1448,2,2,0
43138,637,4,4,0
43185,1125,14,14,0
43157,2032,156,20,136
43177,2106,27,9,18
43049,522,3,3,0
43160,1134,2,2,0
43098,1097,1,1,0
43125,395,1,1,0
43026,805,4,4,0
43120,553,3,3,0
43093,544,5,5,0
43056,718,4,3,1
43165,1404,6,6,0
43076,976,3,3,0
43163,1027,12,5,7
43082,1261,1,1,0
43253,1643,4,4,0
43051,1784,14,6,8
43164,685,3,3,0
43244,1788,12,10,2
43025,1768,16,8,8
43022,1750,1,1,0
43113,1310,6,6,0
43004,978,1,1,0
43080,1761,20,9,11
43268,2349,43,28,15
43132,1580,6,4,2
43241,1424,3,3,0
43058,2269,6,5,1
43205,1932,11,8,3
43018,1947,10,6,4
43174,917,3,3,0
43101,1259,2,2,0
43041,3875,22,5,17
43141,2638,25,10,15
43228,4453,1,1,0
43237,1516,6,6,0
43020,2696,18,13,5
43099,1348,9,9,0
43148,790,6,6,0
43211,2108,9,7,2
43224,2501,29,23,6
43236,1000,1,0,1
43089,1351,16,10,6
43046,1858,8,7,1
43186,2864,6,3,3
43034,1763,4,1,3
43121,1070,2,2,0
43135,1417,7,7,0
43084,1810,4,4,0
43251,1399,7,3,4
43040,3505,52,13,39
43117,1243,3,3,0
43215,692,3,3,0
43137,2573,29,21,8
43059,692,2,2,0
43037,1642,4,4,0
43152,1383,6,6,0
43111,1115,4,4,0
43258,1490,7,7,0
43023,1717,1,1,0
43231,1341,1,1,0
43024,1583,6,6,0
43119,1242,3,3,0
43112,1028,14,13,1
43123,1200,1,1,0
43180,1484,1,1,0
43162,1593,7,6,1
43229,1266,3,3,0
43267,1452,7,7,0
43257,1225,3,3,0
43221,1374,2,2,0
43167,1491,3,3,0
43052,841,3,3,0
43007,926,2,2,0
43061,1824,6,6,0
43012,3396,23,10,13
43021,1433,5,4,1
43054,967,2,2,0
43262,1975,6,5,1
43136,522,3,2,1
43001,737,1,1,0
43078,2026,8,8,0
43166,1336,2,2,0
43178,1393,2,2,0
43142,1485,5,5,0
43213,1441,9,8,1
43239,1442,4,4,0
43153,1403,6,6,0
43107,189,1,1,0
43048,729,9,9,0
43199,4383,5,1,4
43035,2368,1,1,0
43187,584,2,2,0
43159,1917,3,3,0
43114,1703,10,4,6
43265,3058,5,5,0
43002,3790,10,8,2
43233,1550,2,2,0
43207,2133,2,2,0
43086,500,1,1,0
43190,1999,17,17,0
43016,1159,2,2,0
43143,1650,1,1,0
43245,1459,1,1,0
43227,2578,2,2,0
43264,5542,1,1,0
43234,1084,6,6,0
43220,872,2,2,0
43071,650,1,1,0
43168,2350,1,1,0
43003,566,1,1,0
43043,1000,2,2,0
43249,2150,2,2,0
43200,3832,11,5,6
43019,1554,2,2,0
43062,209,1,1,0
43124,959,5,5,0
43129,1867,1,1,0
43212,1846,9,7,2
43090,982,1,1,0
43192,1918,5,3,2
43181,1841,3,3,0
43038,1161,3,3,0
43033,1000,1,1,0
43216,1071,4,4,0
43050,253,2,2,0
43130,2436,6,4,2
43230,1917,5,5,0
43109,610,1,1,0
43232,1129,5,5,0
43100,1076,3,3,0
43031,2581,1,1,0
43195,504,2,2,0
43118,1393,1,1,0
43065,766,1,1,0
43096,1633,4,4,0
43240,1729,2,2,0
43110,2780,1,1,0
43223,2187,7,7,0
43206,529,3,3,0
43170,421,3,3,0
43014,452,1,1,0
43108,2167,1,1,0
43261,469,1,1,0
43128,1898,3,3,0
43145,778,1,1,0
43006,191,1,1,0
43144,1325,1,1,0
43127,2633,1,1,0
43087,4245,21,5,16
43204,2242,2,2,0
43254,870,4,4,0
43102,2077,7,5,2
43250,250,1,1,0
43218,2119,3,3,0
43134,340,1,1,0
43097,306,1,1,0
43115,1243,2,2,0
43133,2343,2,2,0
43158,137,1,1,0
43011,1457,1,1,0
43202,562,1,1,0
43126,352,1,1,0
43057,908,1,1,0
43150,1830,5,5,0
43184,2174,3,2,1
43194,1523,5,3,2
43069,1875,1,1,0
43154,886,2,2,0
43105,6,1,1,0
43088,1351,2,2,0
43013,577,3,3,0
43039,559,2,2,0
43198,1288,1,1,0
43091,1311,4,4,0
43010,2273,3,3,0
43055,227,1,1,0
43074,1664,3,3,0
43222,941,1,1,0
43217,280,1,1,0
43032,2256,1,1,0
43196,615,1,1,0
43008,2339,1,1,0
43219,667,1,1,0
43259,2033,1,1,0
43095,1143,1,1,0
43263,2222,1,1,0
43131,2236,2,2,0
43047,1918,1,1,0
43053,1267,1,1,0
43188,549,1,1,0
43189,2308,1,1,0
43073,1357,4,4,0
43060,429,1,1,0
43147,1965,2,2,0
43140,1908,1,1,0
43246,750,2,0,2
43116,3269,1,1,0
43214,881,1,1,0
44029,3251,35,34,1
44020,3801,168,130,38
44109,5342,3118,584,2534
44028,2871,28,26,2
44143,3583,393,166,227
44121,934,8,8,0
44190,3924,238,125,113
44043,3927,47,33,14
44204,4025,64,43,21
44212,2911,49,45,4
44208,1813,9,9,0
44066,3091,46,43,3
44002,2247,24,21,3
44084,3666,58,51,7
44155,3094,25,21,4
44216,3228,34,30,4
44162,2618,505,150,355
44035,4059,132,97,35
44026,3558,117,73,44
44075,1557,21,21,0
44114,5037,200,108,92
44027,2873,15,14,1
44074,4072,36,21,15
44115,2530,25,25,0
44201,4352,41,37,4
44179,2818,33,33,0
44215,4465,169,134,35
44119,1807,13,13,0
44209,3633,55,42,13
44003,3627,60,31,29
44194,3917,81,69,12
44172,3618,115,78,37
44207,1821,6,6,0
44180,1298,14,13,1
44169,3133,69,63,6
44031,1225,11,11,0
44009,3835,49,40,9
44198,3438,61,43,18
44156,2491,22,22,0
44124,1355,5,5,0
44079,2458,15,15,0
44064,2879,30,27,3
44071,3135,32,31,1
44122,2526,26,26,0
44077,1818,25,22,3
44127,2548,16,16,0
44108,3131,20,18,2
44036,2298,143,93,50
44051,1946,22,22,0
44081,2506,52,46,6
44102,2526,20,20,0
44018,3496,61,49,12
44157,2016,18,18,0
44014,3314,29,28,1
44087,2553,62,56,6
44149,2913,20,18,2
44032,2867,29,29,0
44163,1951,45,44,1
44174,3134,21,21,0
44223,2492,21,18,3
44173,2035,11,11,0
44140,1650,9,9,0
44213,1926,67,64,3
44054,1366,23,21,2
44107,2159,13,13,0
44048,1895,12,12,0
44096,2893,20,19,1
44142,2330,16,16,0
44104,1911,8,8,0
44150,3786,39,36,3
44088,2362,18,14,4
44110,3086,71,64,7
44037,3068,26,26,0
44188,3581,54,47,7
44222,2124,8,8,0
44144,2026,20,20,0
44083,1944,12,12,0
44178,2442,22,22,0
44148,3261,16,16,0
44090,2627,27,27,0
44100,2593,25,25,0
44063,2567,15,14,1
44086,1525,13,13,0
44141,2247,9,8,1
44082,2464,37,37,0
44193,2608,14,14,0
44202,2157,15,11,4
44112,1071,1,1,0
44099,1714,28,28,0
44200,744,3,3,0
44171,3447,12,12,0
44146,1376,26,23,3
44022,1874,20,20,0
44105,1645,10,8,2
44001,1904,26,24,2
44041,2775,45,45,0
44170,1133,14,12,2
44070,3438,38,38,0
44118,1535,11,11,0
44094,4126,17,13,4
44113,2198,33,24,9
44073,8051,57,44,13
44221,2604,6,6,0
44214,1612,14,14,0
44076,2190,9,6,3
44117,2585,18,17,1
44095,1453,17,15,2
44130,3517,36,36,0
44224,2089,16,16,0
44199,1937,35,33,2
44205,2454,15,15,0
44218,2749,5,5,0
44165,2359,10,10,0
44206,2005,19,19,0
44016,2138,11,11,0
44024,2791,15,15,0
44058,1386,6,6,0
44197,2519,28,18,10
44065,1409,6,6,0
44153,2050,30,30,0
44138,1897,6,6,0
44078,1571,2,2,0
44085,1875,5,5,0
44134,2396,7,7,0
44159,3364,1,1,0
44069,4349,177,134,43
44128,1803,62,62,0
44045,3167,22,22,0
44111,2473,16,16,0
44135,6971,110,54,56
44186,3211,54,53,1
44055,7728,462,166,296
44185,2191,48,38,10
44184,3826,819,335,484
44067,1576,60,58,2
44068,1941,29,29,0
44154,4273,211,141,70
44116,2529,48,33,15
44182,4193,84,65,19
44211,5199,87,52,35
44057,1789,33,33,0
44007,1860,28,28,0
44012,5485,58,45,13
44047,3513,222,174,48
44136,5485,38,36,2
44131,4870,255,203,52
44151,3641,78,74,4
44132,7263,223,103,120
44061,3805,43,41,2
44152,2350,29,29,0
44030,2261,48,45,3
44137,2659,24,24,0
44038,2937,29,26,3
44126,4682,71,69,2
44203,3262,17,13,4
44049,4763,95,47,48
44072,2834,86,80,6
44210,3770,77,60,17
44139,1734,21,21,0
44196,2264,32,32,0
44195,3532,59,46,13
44023,2780,24,18,6
44089,2336,16,14,2
44046,2539,25,25,0
44010,5707,62,55,7
44175,2688,45,45,0
44025,2923,29,25,4
44187,4226,44,44,0
44168,2744,52,52,0
44220,2432,20,20,0
44145,1707,16,16,0
44015,2534,73,65,8
44098,2811,64,60,4
44101,3401,46,44,2
44052,2062,66,65,1
44129,3362,103,71,32
44192,3496,40,34,6
44050,2404,33,33,0
44097,4118,44,40,4
44125,4987,37,31,6
44183,3574,33,31,2
44189,1900,13,12,1
44120,3015,40,30,10
44021,2516,41,40,1
44166,3289,46,43,3
44161,2292,37,35,2
44158,3629,52,43,9
44106,4106,35,32,3
44005,3024,47,45,2
44056,2188,31,31,0
44103,50509,154,120,34
44053,1893,11,11,0
44062,2136,13,13,0
44217,3334,36,35,1
44091,2059,14,14,0
44176,2620,18,16,2
44133,3231,31,25,6
44164,2656,9,9,0
44033,2807,21,21,0
44013,2168,24,23,1
44123,1457,11,11,0
44044,1759,11,8,3
44092,1532,14,14,0
44039,3400,10,10,0
44006,3017,22,21,1
44019,2802,5,5,0
44080,2183,7,7,0
45234,6381,1039,189,850
45347,1126,15,15,0
45252,11102,125,28,97
45229,2227,35,28,7
45179,2148,31,31,0
45155,4231,154,91,63
45038,2076,4,4,0
45284,2943,152,56,96
45015,2008,7,7,0
45147,2540,144,78,66
45156,1507,7,7,0
45132,1616,5,5,0
45294,1622,3,3,0
45016,1250,13,13,0
45244,1533,38,38,0
45063,3831,18,14,4
45196,1798,8,8,0
45286,2902,73,30,43
45088,1766,3,3,0
45104,1812,23,21,2
45075,3283,74,49,25
45285,1936,115,55,60
45205,1067,5,5,0
45224,2123,34,30,4
45145,2358,57,55,2
45232,28479,241,78,163
45274,2955,41,37,4
45082,1888,56,42,14
45208,3063,175,45,130
45096,1118,6,6,0
45068,1618,69,59,10
45210,1328,13,13,0
45185,2233,10,10,0
45187,2140,36,30,6
45004,2233,83,71,12
45064,1296,7,7,0
45194,2375,23,23,0
45226,1729,13,13,0
45217,1761,1,1,0
45184,2440,7,7,0
45028,2000,90,58,32
45034,2451,7,7,0
45329,1211,22,22,0
45022,1354,11,9,2
45040,1241,33,27,6
45119,2202,15,15,0
45141,797,5,5,0
45272,2866,14,14,0
45188,2437,17,17,0
45322,1630,9,9,0
45115,1841,71,68,3
45310,2150,9,9,0
45025,1692,11,11,0
45108,1760,25,23,2
45338,3326,75,66,9
45313,1598,4,4,0
45127,3112,40,38,2
45297,2190,20,20,0
45085,1431,26,24,2
45175,1810,10,10,0
45235,14047,16,15,1
45315,2104,49,38,11
45146,2511,65,57,8
45247,2480,39,37,2
45018,1678,4,4,0
45109,2761,11,10,1
45036,1273,11,11,0
45324,2414,24,23,1
45126,1591,16,16,0
45273,2637,17,13,4
45314,1558,8,8,0
45026,1611,26,26,0
45260,1786,2,2,0
45291,1528,19,19,0
45254,1939,17,16,1
45302,2601,90,74,16
45327,2110,10,8,2
45328,2043,6,6,0
45062,1659,7,7,0
45073,3205,8,8,0
45200,5923,27,23,4
45300,2578,18,18,0
45204,2386,5,5,0
45193,2256,14,14,0
45228,1556,11,11,0
45345,1326,25,25,0
45281,1698,19,19,0
45176,3290,16,8,8
45268,1143,3,3,0
45191,1840,73,50,23
45091,1172,6,6,0
45083,1287,28,28,0
45151,1767,2,2,0
45035,1216,18,17,1
45029,1226,28,27,1
45030,1627,24,18,6
45087,1670,35,29,6
45098,2154,18,18,0
45336,2020,11,11,0
45055,1776,4,4,0
45197,1816,12,12,0
45203,1783,34,27,7
45169,3134,42,37,5
45292,1986,22,21,1
45258,2133,42,38,4
45233,1695,8,8,0
45282,2524,19,18,1
45189,2744,5,5,0
45227,1502,11,11,0
45121,1122,10,10,0
45051,2269,28,28,0
45148,3677,12,12,0
45206,1716,2,2,0
45238,974,4,4,0
45060,1529,9,8,1
45142,1821,28,22,6
45173,2535,31,25,6
45089,2689,66,62,4
45333,1993,12,12,0
45279,1729,18,15,3
45103,1647,11,11,0
45112,1357,3,3,0
45107,1623,4,4,0
45066,1482,11,11,0
45017,1088,3,3,0
45157,1554,8,8,0
45122,1510,10,10,0
45270,6870,19,19,0
45161,2112,7,7,0
45316,1663,10,10,0
45308,2210,20,18,2
45180,1491,5,5,0
45067,2457,16,16,0
45019,1687,5,5,0
45296,1905,6,6,0
45335,2219,14,14,0
45102,2024,8,8,0
45061,1903,19,19,0
45049,1676,19,19,0
45301,1185,2,2,0
45056,2972,5,5,0
45218,911,4,2,2
45202,1897,15,14,1
45195,2544,11,11,0
45042,1425,26,25,1
45325,1547,7,7,0
45265,1716,7,7,0
45171,5508,10,10,0
45167,2104,8,8,0
45093,2210,17,11,6
45321,1728,1,1,0
45239,1337,6,6,0
45230,2383,5,5,0
45054,2030,7,7,0
45045,1974,3,3,0
45139,1542,6,4,2
45253,1865,11,11,0
45269,2259,33,33,0
45123,1987,6,6,0
45177,1144,2,2,0
45010,5032,12,6,6
45154,2473,12,12,0
45317,1204,6,6,0
45332,2085,16,16,0
45100,3020,2,2,0
45009,1889,11,11,0
45079,904,4,4,0
45039,1288,6,6,0
45050,1579,13,9,4
45014,1789,5,5,0
45277,1772,6,6,0
45346,1723,19,19,0
45307,1486,14,14,0
45113,2034,4,4,0
45255,1100,3,3,0
45344,2168,5,5,0
45053,1940,47,38,9
45312,1449,4,3,1
45031,1255,9,7,2
45137,1567,3,3,0
45095,1925,10,9,1
45341,1688,4,4,0
45213,939,3,3,0
45097,2586,10,10,0
45298,3175,38,27,11
45249,1722,1,1,0
45134,1442,5,5,0
45326,1395,3,3,0
45303,1735,3,3,0
45348,1625,9,9,0
45290,1658,16,16,0
45271,1593,12,9,3
45020,1822,2,2,0
45165,7649,9,9,0
45006,23838,64,61,3
45275,1347,10,10,0
45216,262,2,2,0
45002,1231,5,5,0
45021,1499,2,2,0
45334,1708,5,5,0
45263,3391,1,1,0
45136,1817,5,5,0
45069,1432,5,5,0
45242,1125,1,1,0
45261,3627,9,9,0
45280,2049,7,7,0
45178,1437,19,19,0
45081,1476,6,6,0
45041,1167,1,1,0
45158,1344,3,3,0
45343,1358,3,3,0
45046,1432,4,4,0
45164,1740,6,6,0
45124,1417,4,4,0
45143,1071,1,1,0
45198,1693,5,5,0
45340,9670,12,12,0
45182,2049,15,15,0
45072,2193,6,4,2
45248,1278,16,15,1
45264,1772,4,4,0
45144,1640,5,5,0
45111,2354,3,3,0
45278,2379,12,8,4
45245,1669,7,7,0
45101,6232,8,8,0
45309,2820,9,9,0
45032,1431,3,3,0
45160,3321,4,4,0
45033,1914,5,5,0
45076,1918,5,5,0
45130,2511,4,4,0
45024,12179,10,10,0
45212,1899,7,7,0
45289,2871,13,13,0
45199,1734,9,9,0
45149,1464,6,6,0
45110,2202,4,4,0
45065,646,3,3,0
45225,2119,6,6,0
45135,1584,3,3,0
45237,1961,1,1,0
45153,1423,5,5,0
45283,595,1,1,0
45240,1820,7,7,0
45078,1716,1,1,0
45243,1138,3,3,0
45027,1964,3,3,0
45105,1214,1,1,0
45008,1507,4,2,2
45043,1925,5,5,0
45116,1859,2,2,0
45276,1023,3,3,0
45186,929,2,2,0
45323,922,4,4,0
45209,980,3,3,0
45250,1572,3,3,0
45092,1958,9,9,0
45133,2141,8,8,0
45311,1376,2,2,0
45207,1799,9,9,0
45168,1805,10,10,0
45118,1591,2,2,0
45293,1624,9,9,0
45012,2780,1,1,0
45339,1488,2,2,0
45150,600,3,3,0
45129,1562,17,17,0
45001,1771,2,0,2
45215,650,2,2,0
45306,1830,7,7,0
45257,1931,2,2,0
45256,786,1,1,0
45170,4573,4,4,0
45331,78887,6,6,0
45201,1468,3,3,0
45162,2265,5,5,0
45241,2024,4,4,0
45330,1548,1,1,0
45251,600,1,1,0
45037,1711,2,2,0
45077,1947,1,1,0
45084,1687,7,7,0
45222,1838,5,5,0
45342,1408,5,5,0
45220,1484,4,4,0
45094,2308,3,3,0
45259,1415,6,6,0
45288,1231,3,3,0
45052,6595,2,2,0
45214,1361,1,1,0
45223,3205,3,1,2
45005,2684,2,2,0
45166,1122,1,1,0
45013,1000,2,2,0
45131,1972,1,1,0
45246,5015,2,2,0
46153,1583,12,12,0
46309,1467,55,37,18
46221,2039,6,6,0
46053,1618,5,5,0
46042,2460,313,145,168
46064,3483,19,19,0
46277,2137,6,6,0
46276,1095,8,8,0
46044,1702,5,5,0
46340,1536,2,2,0
46255,1464,5,5,0
46187,2837,16,16,0
46293,1956,8,6,2
46224,1849,34,26,8
46273,1690,8,8,0
46073,1374,6,6,0
46001,1512,15,13,2
46191,1562,12,12,0
46220,2340,8,8,0
46225,2776,41,40,1
46088,1529,9,9,0
46182,1414,20,16,4
46138,1369,13,13,0
46011,2155,11,7,4
46206,3922,4,4,0
46197,2806,15,13,2
46148,2034,17,15,2
46033,1650,5,5,0
46259,1758,1,1,0
46102,2868,123,63,60
46112,1537,2,2,0
46119,1478,2,2,0
46263,7821,13,13,0
46051,2700,2,2,0
46262,1330,4,4,0
46231,1890,29,25,4
46039,1551,3,3,0
46175,1504,6,6,0
46041,2570,9,9,0
46201,3178,33,31,2
46060,641,1,1,0
46216,1544,10,10,0
46213,8572,2,2,0
46149,2064,6,6,0
46055,1855,22,21,1
46266,1686,5,5,0
46208,2017,8,8,0
46296,1871,10,10,0
46284,2273,4,4,0
46192,1047,1,1,0
46084,2088,5,5,0
46105,1664,7,7,0
46286,340,1,1,0
46228,1545,8,8,0
46251,2010,58,36,22
46133,1567,2,2,0
46242,1228,4,4,0
46007,1621,6,6,0
46311,1157,19,15,4
46319,1627,3,3,0
46328,10381,6,6,0
46143,1582,18,12,6
46283,1261,4,4,0
46072,2528,8,8,0
46127,2126,80,61,19
46074,2487,7,7,0
46267,1654,3,3,0
46247,859,2,2,0
46091,2055,6,6,0
46183,2308,6,5,1
46035,2234,2,2,0
46100,2874,17,17,0
46038,1305,14,10,4
46101,1905,7,7,0
46145,1200,8,8,0
46085,1066,2,2,0
46046,1180,3,3,0
46062,1086,8,8,0
46198,842,2,2,0
46289,1222,2,2,0
46054,1657,2,2,0
46130,875,4,4,0
46029,1606,19,19,0
46185,2445,17,17,0
46089,1756,20,20,0
46063,2596,24,24,0
46334,2507,24,24,0
46003,1248,13,11,2
46021,2046,13,13,0
46205,2941,3,3,0
46086,2095,5,5,0
46098,1925,5,5,0
46083,1414,10,10,0
46321,1557,4,4,0
46232,2654,24,24,0
46137,2302,6,6,0
46168,1810,9,9,0
46057,1417,11,11,0
46005,1592,2,2,0
46181,2907,2,2,0
46128,2432,47,44,3
46240,2150,12,12,0
46337,2609,5,5,0
46173,3350,10,8,2
46163,1013,7,5,2
46144,1299,6,6,0
46045,2868,14,8,6
46239,4442,7,7,0
46108,2955,10,10,0
46297,1984,18,18,0
46096,1681,3,3,0
46113,1449,7,7,0
46164,1759,6,6,0
46015,1248,13,13,0
46316,2018,6,6,0
46009,1539,10,10,0
46171,2486,5,5,0
46310,1837,2,2,0
46114,3180,13,13,0
46223,2096,4,4,0
46156,2281,18,12,6
46103,1637,2,2,0
46132,1490,3,3,0
46252,1458,2,2,0
46204,1910,4,4,0
46082,2788,6,6,0
46136,1976,1,1,0
46176,1483,9,9,0
46160,605,6,6,0
46227,5777,2,2,0
46314,1411,6,6,0
46154,1834,4,4,0
46330,1099,9,7,2
46028,1194,4,4,0
46237,1319,3,3,0
46238,1160,2,2,0
46022,3667,1,1,0
46190,2265,6,6,0
46013,3936,10,10,0
46268,1977,10,10,0
46087,2119,4,2,2
46075,2290,2,2,0
46336,2523,4,4,0
46230,533,1,1,0
46157,571,1,1,0
46214,2598,3,3,0
46080,3635,7,4,3
46066,1634,10,10,0
46265,1556,4,4,0
46032,2257,4,4,0
46036,1508,1,1,0
46307,1681,5,5,0
46092,2019,3,3,0
46107,3523,2,2,0
46134,1286,8,8,0
46219,4652,3,3,0
46180,1854,6,6,0
46056,1237,1,1,0
46212,1973,3,3,0
46210,1461,1,1,0
46125,1849,5,5,0
46037,760,1,1,0
46111,1952,3,3,0
46169,2006,3,3,0
46012,744,2,1,1
46078,920,1,1,0
46322,1800,3,3,0
46329,1931,5,5,0
46333,1815,2,2,0
46215,3118,10,6,4
46034,1092,2,2,0
46256,2477,3,3,0
46043,1199,2,2,0
46186,1718,5,5,0
46170,1122,2,2,0
46243,1823,4,4,0
46095,2027,3,3,0
46142,2507,6,6,0
46301,2160,4,4,0
46305,2316,7,7,0
46118,1399,9,9,0
46027,1350,1,1,0
46069,900,1,1,0
46229,2038,6,6,0
46026,2019,3,3,0
46280,1612,6,6,0
46094,2037,8,8,0
46271,1107,3,3,0
46031,2500,1,1,0
46335,1111,3,3,0
46189,1493,3,3,0
46159,1927,2,2,0
46126,2176,6,6,0
46093,5150,7,5,2
46178,2285,4,4,0
46059,1011,1,1,0
46236,1833,2,2,0
46023,1948,3,3,0
46302,965,1,1,0
46202,2367,5,5,0
46081,1267,2,2,0
46270,3462,10,10,0
46020,2388,3,3,0
46010,1992,3,3,0
46070,4362,5,5,0
46299,404,1,1,0
46177,1981,3,3,0
46312,2301,5,5,0
46303,4064,4,4,0
46317,1234,3,3,0
46006,604,6,6,0
46065,4013,5,5,0
46241,1634,2,2,0
46250,2289,1,1,0
46245,1760,1,1,0
46260,1917,1,1,0
46222,2048,1,1,0
46049,41,1,1,0
46109,2592,3,3,0
46315,522,1,1,0
46061,5985,4,4,0
46135,680,1,1,0
46058,2297,5,5,0
46016,1743,2,2,0
46117,936,7,7,0
46124,1007,3,3,0
46018,708,2,2,0
46193,2674,2,0,2
46004,927,1,1,0
46199,890,1,1,0
46097,1096,3,3,0
46195,1552,4,4,0
46079,1979,2,2,0
46030,1367,2,2,0
46290,150,1,1,0
46179,1052,1,1,0
46288,1639,2,2,0
46249,1939,7,7,0
46304,340,1,1,0
46076,1632,4,4,0
46184,2293,3,3,0
46295,1081,5,5,0
46172,2278,1,1,0
46264,690,1,1,0
46332,1314,3,3,0
46218,882,1,1,0
46152,3233,1,1,0
46203,4688,28,0,28
46244,2667,4,4,0
46200,581,1,1,0
46253,208,2,0,2
46162,1207,1,1,0
46050,5276,2,2,0
46308,467,1,1,0
46194,2802,5,5,0
46123,1863,3,3,0
46155,3105,1,1,0
46258,746,2,2,0
46318,3540,5,1,4
46040,865,1,1,0
46257,3214,1,1,0
46024,611,1,1,0
47051,1556,9,5,4
47076,1393,1,1,0
47145,1360,4,3,1
47001,5318,136,42,94
47078,1037,2,1,1
47031,1664,18,13,5
47252,3118,21,16,5
47213,2507,5,5,0
47323,1612,115,90,25
47100,2192,7,7,0
47200,2580,3,3,0
47310,1618,24,21,3
47244,2381,1,1,0
47086,1406,7,7,0
47280,1679,5,5,0
47004,1277,12,12,0
47032,1803,14,12,2
47233,1606,10,10,0
47068,1363,6,6,0
47157,1733,43,28,15
47209,1186,15,13,2
47102,1043,3,3,0
47137,1093,3,3,0
47167,1085,6,4,2
47195,1645,27,20,7
47225,2138,6,6,0
47052,1519,14,11,3
47143,1338,10,8,2
47027,2118,6,6,0
47075,1946,5,5,0
47091,3283,12,7,5
47285,1098,1,1,0
47038,3412,1,1,0
47022,1862,4,4,0
47015,2309,1,1,0
47190,2657,10,6,4
47309,1406,2,2,0
47210,962,5,3,2
47187,2078,1,1,0
47146,1787,4,4,0
47230,3060,2,2,0
47185,1209,5,5,0
47260,7543,2,2,0
47090,2394,3,3,0
47258,2250,1,1,0
47152,1849,2,2,0
47061,1359,1,1,0
47165,1533,8,8,0
47114,1782,4,4,0
47101,914,1,1,0
47203,4144,16,14,2
47301,1863,3,3,0
47201,2145,19,18,1
47110,1224,7,6,1
47037,1506,2,2,0
47290,2358,5,5,0
47077,1210,4,4,0
47106,3431,24,9,15
47043,901,3,3,0
47062,3181,3,3,0
47111,1056,1,1,0
47069,2570,5,5,0
47215,1602,22,22,0
47238,2367,5,5,0
47217,1642,4,4,0
47305,200,1,1,0
47175,1934,10,9,1
47065,881,12,12,0
47237,1928,3,3,0
47156,908,1,1,0
47084,1607,2,2,0
47147,7367,12,12,0
47117,1971,4,4,0
47085,2500,2,2,0
47306,1461,4,4,0
47228,2520,1,1,0
47048,2321,8,4,4
47223,1917,5,5,0
47169,1946,3,3,0
47291,1220,3,3,0
47221,2131,4,4,0
47168,1040,9,8,1
47173,1065,1,1,0
47239,1300,2,2,0
47191,1779,6,6,0
47214,2102,2,2,0
47296,2273,1,1,0
47293,2136,1,1,0
47179,1292,4,4,0
47123,1528,2,2,0
47313,1494,1,1,0
47142,1923,2,2,0
47067,1509,2,2,0
47128,2172,2,2,0
47257,1874,2,2,0
47021,1353,7,7,0
47300,1197,3,3,0
47216,1002,2,2,0
47176,1263,1,1,0
47057,1058,7,7,0
47140,1684,2,2,0
47174,837,1,1,0
47226,2062,1,1,0
47144,1165,1,1,0
47006,1238,4,4,0
47324,1254,6,6,0
47284,1615,2,2,0
47240,2538,3,3,0
47312,1213,3,3,0
47024,2680,10,10,0
47109,625,1,1,0
47127,1462,3,3,0
47049,1551,9,6,3
47025,1250,2,2,0
47036,1681,1,1,0
47328,2121,2,2,0
47220,2106,3,3,0
47060,1268,2,2,0
47112,508,1,1,0
47055,1009,2,1,1
47003,2343,1,1,0
47131,2249,4,4,0
47269,1240,1,1,0
47072,5591,4,4,0
47193,2081,1,1,0
47079,1761,4,4,0
47066,300,1,1,0
47249,898,2,2,0
47276,1522,1,1,0
47317,478,1,1,0
47199,1517,2,2,0
47011,1875,3,3,0
47094,1943,2,2,0
47129,1156,5,5,0
47229,643,1,1,0
47292,1839,3,3,0
47246,1673,1,1,0
47093,2282,1,1,0
47204,3286,1,1,0
47278,2889,2,1,1
47163,1726,3,3,0
47212,1659,2,2,0
47180,386,1,1,0
47298,311,1,1,0
47070,1219,2,2,0
47029,500,1,1,0
47138,1417,2,2,0
47262,1607,1,1,0
47289,1704,2,2,0
47251,1750,2,2,0
47133,972,1,1,0
47326,2581,2,2,0
47113,2244,2,2,0
47170,509,1,1,0
47248,2298,2,2,0
47087,1734,1,1,0
47074,1230,1,1,0
47264,2062,1,1,0
47194,2670,1,1,0
47183,1416,1,1,0
47297,1720,1,1,0
47019,2553,1,1,0
47120,1212,1,1,0
47235,375,2,2,0
47198,1642,2,2,0
47277,634,2,0,2
47263,2684,1,1,0
47071,1143,3,3,0
48080,891,4,1,3
48096,825,2,2,0
48061,1285,2,2,0
48141,1100,1,1,0
